# balticporter port map	schema=2	module=noise4j	engine=balticporter/0.1.0-SNAPSHOT	sources=883167e7e3853c31	files=12
#kind	upstream	emitted	disposition	body	javaPath	javaLine	digest
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#setInitiate(boolean)	sge.noise.generator.cellular.CellularAutomataGenerator#setInitiate(boolean)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	95	1123e872fab8d4a1
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#setIterationsAmount(int)	sge.noise.generator.cellular.CellularAutomataGenerator#setIterationsAmount(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	72	10e2abd1e5c3bbaf
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#setMarker(float)	sge.noise.generator.cellular.CellularAutomataGenerator#setMarker(float)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	121	768244446f4d3416
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#setRadius(int)	sge.noise.generator.cellular.CellularAutomataGenerator#setRadius(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	106	01d5a0bf7be22e0a
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#shouldBeBorn(int)	sge.noise.generator.cellular.CellularAutomataGenerator#shouldBeBorn(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	244	5cb8095f0fa458b4
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#shouldDie(int)	sge.noise.generator.cellular.CellularAutomataGenerator#shouldDie(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	238	3a52b1cc00618425
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#spawnLivingCells(Grid)	sge.noise.generator.cellular.CellularAutomataGenerator#spawnLivingCells(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	163	27d2df014338ce84
member	com.github.czyzby.noise4j.map.generator.cellular.CellularAutomataGenerator#temporaryGrid	sge.noise.generator.cellular.CellularAutomataGenerator#temporaryGrid	Renamed	-	com/github/czyzby/noise4j/map/generator/cellular/CellularAutomataGenerator.java	31	fd15f330df343dee
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#INSTANCE	sge.noise.generator.noise.NoiseGenerator#INSTANCE	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	16	0000c940755243b4
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#algorithmProvider	sge.noise.generator.noise.NoiseGenerator#algorithmProvider	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	18	a7d50cc65fcc08e9
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#consume(Grid,int,int,float)	sge.noise.generator.noise.NoiseGenerator#consume(Grid,int,int,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	105	c63af7a7e6b9ffca
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#generate(Grid)	sge.noise.generator.noise.NoiseGenerator#generate(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	97	6a0c6c764a00f0cf
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#generate(Grid,int,float)	sge.noise.generator.noise.NoiseGenerator#generate(Grid,int,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	29	16edeea0daa7f0a4
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#generate(Grid,int,float,int)	sge.noise.generator.noise.NoiseGenerator#generate(Grid,int,float,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	40	b5e49f5bd4623057
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#getInstance()	sge.noise.generator.noise.NoiseGenerator#getInstance()	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	49	a7af771a0df39eec
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#getModifier()	sge.noise.generator.noise.NoiseGenerator#getModifier()	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	80	5589f1d4240f02a6
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#getRadius()	sge.noise.generator.noise.NoiseGenerator#getRadius()	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	58	59dc5c68f4f8823b
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#getSeed()	sge.noise.generator.noise.NoiseGenerator#getSeed()	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	69	ee6398f0d1ead386
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#modifier	sge.noise.generator.noise.NoiseGenerator#modifier	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	20	dd8a16569c1f12b9
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#radius	sge.noise.generator.noise.NoiseGenerator#radius	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	19	bc1cf119621106af
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#seed	sge.noise.generator.noise.NoiseGenerator#seed	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	21	01c6c2bfc01f8734
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#setAlgorithmProvider(NoiseAlgorithmProvider)	sge.noise.generator.noise.NoiseGenerator#setAlgorithmProvider(NoiseAlgorithmProvider)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	92	4338cbcdc6f23fa8
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#setModifier(float)	sge.noise.generator.noise.NoiseGenerator#setModifier(float)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	86	b463a0cb0647932e
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#setRadius(int)	sge.noise.generator.noise.NoiseGenerator#setRadius(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	64	4493b5c071cd58e1
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator#setSeed(int)	sge.noise.generator.noise.NoiseGenerator#setSeed(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	74	9be07645010e3f97
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#PI	sge.noise.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#PI	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	159	47ef20ace147ca73
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#interpolate(float,float,float)	sge.noise.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#interpolate(float,float,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	181	617603cc3e1d103a
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#noise(NoiseGenerator,int,int)	sge.noise.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#noise(NoiseGenerator,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	163	1c3198094a0a82cf
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#smoothNoise(NoiseGenerator,int,int)	sge.noise.generator.noise.NoiseGenerator$DefaultNoiseAlgorithmProvider#smoothNoise(NoiseGenerator,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	169	b609937dd31e278a
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#interpolate(float,float,float)	sge.noise.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#interpolate(float,float,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	152	143061d10306a2be
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#noise(NoiseGenerator,int,int)	sge.noise.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#noise(NoiseGenerator,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	137	3f660f1b3b6bee58
member	com.github.czyzby.noise4j.map.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#smoothNoise(NoiseGenerator,int,int)	sge.noise.generator.noise.NoiseGenerator$NoiseAlgorithmProvider#smoothNoise(NoiseGenerator,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/noise/NoiseGenerator.java	146	e6c6ec96343fa6f6
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#addRoomType(RoomType)	sge.noise.generator.room.AbstractRoomGenerator#addRoomType(RoomType)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	30	4151f1687dde4a5d
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#addRoomType(RoomType,int)	sge.noise.generator.room.AbstractRoomGenerator#addRoomType(RoomType,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	38	aa34ea55e49d0be1
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#addRoomTypes(Array)	sge.noise.generator.room.AbstractRoomGenerator#addRoomTypes(Array<RoomType>)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	47	57d7d43fb691d9e3
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#carveRoom(Grid,Room,float)	sge.noise.generator.room.AbstractRoomGenerator#carveRoom(Grid,Room,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	56	65dbb9ea2d9c75e9
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getMaxRoomSize()	sge.noise.generator.room.AbstractRoomGenerator#getMaxRoomSize()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	131	a217f5f1d06d0b3e
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getMaxRoomsAmount()	sge.noise.generator.room.AbstractRoomGenerator#getMaxRoomsAmount()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	156	de7872c65f9beee3
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getMinRoomSize()	sge.noise.generator.room.AbstractRoomGenerator#getMinRoomSize()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	117	b7e3171dc347de76
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getRandomRoom(Grid)	sge.noise.generator.room.AbstractRoomGenerator#getRandomRoom(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	77	01e488ea901d2705
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getRoomTypes()	sge.noise.generator.room.AbstractRoomGenerator#getRoomTypes()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	23	32b1ded2104ef9e7
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#getTolerance()	sge.noise.generator.room.AbstractRoomGenerator#getTolerance()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	151	c41f36cf65269bd1
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#maxRoomSize	sge.noise.generator.room.AbstractRoomGenerator#maxRoomSize	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	18	401201e9764b022d
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#maxRoomsAmount	sge.noise.generator.room.AbstractRoomGenerator#maxRoomsAmount	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	20	642e940f3e3b4623
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#minRoomSize	sge.noise.generator.room.AbstractRoomGenerator#minRoomSize	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	17	7becd33a6bad5c0e
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#normalizePosition(int)	sge.noise.generator.room.AbstractRoomGenerator#normalizePosition(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	92	7412bc73d278029c
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#normalizeSize(int)	sge.noise.generator.room.AbstractRoomGenerator#normalizeSize(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	98	c219eb9eeaff2a08
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#randomSize()	sge.noise.generator.room.AbstractRoomGenerator#randomSize()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	103	5592ad35de4ea252
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#randomSize(int)	sge.noise.generator.room.AbstractRoomGenerator#randomSize(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	110	2de8a03f3914e84f
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#roomTypes	sge.noise.generator.room.AbstractRoomGenerator#roomTypes	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	16	7383287b28f215e9
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#setMaxRoomSize(int)	sge.noise.generator.room.AbstractRoomGenerator#setMaxRoomSize(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	137	635e8f7eebd31333
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#setMaxRoomsAmount(int)	sge.noise.generator.room.AbstractRoomGenerator#setMaxRoomsAmount(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	164	55a7870d02055b2e
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#setMinRoomSize(int)	sge.noise.generator.room.AbstractRoomGenerator#setMinRoomSize(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	123	cfb0ffdb327895ef
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#setTolerance(int)	sge.noise.generator.room.AbstractRoomGenerator#setTolerance(int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	146	b313b611cdee8c29
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator#tolerance	sge.noise.generator.room.AbstractRoomGenerator#tolerance	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	19	d125cecaa1f39a32
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#<stmt1>	sge.noise.generator.room.AbstractRoomGenerator$Room#<stmt1>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	176	2c6f9558e98e88ba
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#<stmt2>	sge.noise.generator.room.AbstractRoomGenerator$Room#<stmt2>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	177	f31e0f9cd77a7e56
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#<stmt3>	sge.noise.generator.room.AbstractRoomGenerator$Room#<stmt3>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	178	a14884eb87a8add3
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#<stmt4>	sge.noise.generator.room.AbstractRoomGenerator$Room#<stmt4>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	179	123ce846ee159a30
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#fill(Grid,float)	sge.noise.generator.room.AbstractRoomGenerator$Room#fill(Grid,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	190	85847c240c84d573
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#fill(Int2dArray,int)	sge.noise.generator.room.AbstractRoomGenerator$Room#fill(Int2dArray,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	200	df8b5c32a062ec33
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#getHeight()	sge.noise.generator.room.AbstractRoomGenerator$Room#getHeight()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	231	c7b5edb7e773b6b9
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#getWidth()	sge.noise.generator.room.AbstractRoomGenerator$Room#getWidth()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	226	c17c8f21f113971b
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#getX()	sge.noise.generator.room.AbstractRoomGenerator$Room#getX()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	216	bea08cd9714eec0b
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#getY()	sge.noise.generator.room.AbstractRoomGenerator$Room#getY()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	221	7573b05132dd7af1
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#height	sge.noise.generator.room.AbstractRoomGenerator$Room#height	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	173	212557026960fe60
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#isBorder(int,int)	sge.noise.generator.room.AbstractRoomGenerator$Room#isBorder(int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	211	41ae7795ae7fe6c9
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#overlaps(Room)	sge.noise.generator.room.AbstractRoomGenerator$Room#overlaps(Room)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	184	0db007ee48c51fa3
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#toString()	sge.noise.generator.room.AbstractRoomGenerator$Room#toString()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	236	a7f519bee87854f1
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#width	sge.noise.generator.room.AbstractRoomGenerator$Room#width	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	173	25023f4356662e64
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#x	sge.noise.generator.room.AbstractRoomGenerator$Room#x	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	172	a467ba530b98b8fb
member	com.github.czyzby.noise4j.map.generator.room.AbstractRoomGenerator$Room#y	sge.noise.generator.room.AbstractRoomGenerator$Room#y	Renamed	-	com/github/czyzby/noise4j/map/generator/room/AbstractRoomGenerator.java	172	65a2e00a4ebadcad
member	com.github.czyzby.noise4j.map.generator.room.RoomType#carve(Room,Grid,float)	sge.noise.generator.room.RoomType#carve(Room,Grid,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	21	39e5be00260d940e
member	com.github.czyzby.noise4j.map.generator.room.RoomType#isValid(Room)	sge.noise.generator.room.RoomType#isValid(Room)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	26	d5151fa0f61087fc
member	com.github.czyzby.noise4j.map.generator.room.RoomType$DefaultRoomType#isValid(Room)	sge.noise.generator.room.RoomType$DefaultRoomType#isValid(Room)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	177	4bbd6b129a1f2434
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#<stmt1>	sge.noise.generator.room.RoomType$Interceptor#<stmt1>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	40	3cee554c1a79c2d4
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#<stmt2>	sge.noise.generator.room.RoomType$Interceptor#<stmt2>	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	41	9745ab4ce578f73b
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#carve(Room,Grid,float)	sge.noise.generator.room.RoomType$Interceptor#carve(Room,Grid,float)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	45	c525deef8b0d2329
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#isValid(Room)	sge.noise.generator.room.RoomType$Interceptor#isValid(Room)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	50	5587be9f4037e222
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#type	sge.noise.generator.room.RoomType$Interceptor#type	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	34	2ad32afb6b8127fc
member	com.github.czyzby.noise4j.map.generator.room.RoomType$Interceptor#value	sge.noise.generator.room.RoomType$Interceptor#value	Renamed	-	com/github/czyzby/noise4j/map/generator/room/RoomType.java	35	3a078df4919d4c90
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#INSTANCE	sge.noise.generator.room.dungeon.DungeonGenerator#INSTANCE	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	61	0bd99f8525d0f117
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#addConnector(Grid,Map,int,int)	sge.noise.generator.room.dungeon.DungeonGenerator#addConnector(Grid,Map<Point,Set<Integer>>,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	344	86bbf52d7e9acf51
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#carveConnector(Grid,int,int)	sge.noise.generator.room.dungeon.DungeonGenerator#carveConnector(Grid,int,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	322	26851deab6f8ec61
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#carveCorridor(Grid,Point)	sge.noise.generator.room.dungeon.DungeonGenerator#carveCorridor(Grid,Point)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	231	2b11461332717e8d
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#carveMaze(Grid,Point)	sge.noise.generator.room.dungeon.DungeonGenerator#carveMaze(Grid,Point)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	193	83ebfb1797a4386f
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#corridorThreshold	sge.noise.generator.room.dungeon.DungeonGenerator#corridorThreshold	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	67	b097c1184d687531
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#currentRegion	sge.noise.generator.room.dungeon.DungeonGenerator#currentRegion	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	76	2de5aeaa56f1b3b4
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#deadEndRemovalIterations	sge.noise.generator.room.dungeon.DungeonGenerator#deadEndRemovalIterations	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	70	2495252856ca9dd7
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#directions	sge.noise.generator.room.dungeon.DungeonGenerator#directions	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	74	3e1bc9f3ee841ac6
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#findConnectors(Grid)	sge.noise.generator.room.dungeon.DungeonGenerator#findConnectors(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	330	17a160281911e27e
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#findDeadEndNeighbor(Grid,Point)	sge.noise.generator.room.dungeon.DungeonGenerator#findDeadEndNeighbor(Grid,Point)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	416	9b28c1487148403a
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#floorThreshold	sge.noise.generator.room.dungeon.DungeonGenerator#floorThreshold	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	66	5d52ecf916c87d41
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#generate(Grid)	sge.noise.generator.room.dungeon.DungeonGenerator#generate(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	99	a40077b0b9eb8db5
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#generate(Grid,int)	sge.noise.generator.room.dungeon.DungeonGenerator#generate(Grid,int)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	84	b95841e11c0354e1
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getCorridorThreshold()	sge.noise.generator.room.dungeon.DungeonGenerator#getCorridorThreshold()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	507	484b8340025c3de3
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getDeadEndRemovalIterations()	sge.noise.generator.room.dungeon.DungeonGenerator#getDeadEndRemovalIterations()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	547	22aaea6dbc93c386
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getDefaultRoomsAmount(Grid)	sge.noise.generator.room.dungeon.DungeonGenerator#getDefaultRoomsAmount(Grid)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	139	6709da7eb8d29a34
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getDestinations(Set,Iterator,Array)	sge.noise.generator.room.dungeon.DungeonGenerator#getDestinations(Set<Integer>,Iterator<Integer>,Array<Integer>)	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	365	be67b89bc27c0ae2
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getFloorThreshold()	sge.noise.generator.room.dungeon.DungeonGenerator#getFloorThreshold()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	496	9f8eb044097106dd
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getInstance()	sge.noise.generator.room.dungeon.DungeonGenerator#getInstance()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	91	c36123fa41087194
member	com.github.czyzby.noise4j.map.generator.room.dungeon.DungeonGenerator#getRandomConnectorChance()	sge.noise.generator.room.dungeon.DungeonGenerator#getRandomConnectorChance()	Renamed	-	com/github/czyzby/noise4j/map/generator/room/dungeon/DungeonGenerator.java	532	435cbaf32dc48651
